window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670795000,5000,1.0,1124,1,[HGST HUH721212ALN604, 2AGMNMKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670800000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670805000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670810000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1132,1,[ST12000NM0008, ZHZ3J52P], , , , , , , , , , , , , , , , , , , , , , , , 
1719670815000,5001,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P], , , , , , , , , , , , , , , , , , , , 
1719670820000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G], , , , , , , , , , , , , , , , 
1719670825000,5000,0.8,1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1],1055,1,[ST8000NM0055, ZA16C9RP], , , , 
1719670840000,5001,0.2,1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1],1055,1,[ST8000NM0055, ZA16C9RP]
1719670845000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671330000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671340000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671345000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671350000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671360000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671365000,5000,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671370000,4998,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671385000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671390000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671395000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671405000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671420000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671425000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671430000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671435000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671440000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671445000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671455000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671460000,4999,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671470000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671475000,5001,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671480000,5001,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671490000,4999,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671500000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671505000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671510000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671520000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671525000,5001,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671530000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671540000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671550000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671560000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671575000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671580000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671590000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
